Query,Author,Title,Poem,Link,,,,
puppy love,Joseph Di Prisco,"From ""Brief Biography of an Imaginary Daughter""","['#1 [COLLEGE]', 'We packed your satchel with sweatshirts,', 'Soccer equipment, and The Elements of Style,', 'Loaded up the Hum Vee, a sad drive to JFK', 'And the cross-country flight to starting college,', 'where fortunately due to Advanced Placement', 'Courses you’ve already been awarded your MFA', 'And published your first book.', 'As we pulled out of the driveway, I slammed', 'On the brakes, and not on account of Jubilation,', 'The neighbor’s cat. “Stacey,” I said, “we have jumped the gun.”', '“I didn’t know we had a gun, Pops,” you said.', '“This is a figure of speech, a melonaphore.', 'But you can’t go to college yet,', 'Stacey, you’re barely by my count five years old.”', '“That’s all right, Daddy-O, nice try.', 'But my name’s not Stacey.”', '#2 [PUPPY]', 'Love this puppy and your love will be repaid.', 'I can’t stress how little this will teach you about life.', 'Which it will. Which is a lot.', 'Sometimes, when you’re sad, I won’t know what to say.', 'Desire will cut into the bone.', 'So much we need to cover before you’re on your own.', 'This is a tea kettle, where goldfish won’t feel at home.', 'When I was your age, before you were born,', 'A war was almost certainly about to break out.', 'The Russians turned out to be just like us,', 'Only worse drivers, which is a lot like us, too.', 'I had a pet once, too, you know. An accordion.', 'Very tough to train, stained with fluids as it was', 'About which nothing further need be said.', 'Your questions matter. No, they really do.', 'I have no clue as to the white carnations,', 'No reason to suppose the stars were not meant for you.', '#3 [FISH]', '“Do fish sleep?” I am so glad you asked. Once', 'Upon a time fish did not even catnap.', 'Childhood has reached a certain point.', 'More specific than that, I cannot be,', 'Or less. When you drive to Chartres', 'You can see it coming at you far away.', 'Never pass up a cathedral if you can.', 'Drink lots of water with the strawberries.', 'Leap before you look too hard, which makes', 'Things swim in your head, like fish that never sleep.', '#4 [BIRDS…]', '“Time’s come to talk to you about the birds.”', '“And the bees?”', '“What do you know about the bees?”', '“Was just asking.”', '“A falcon is one bird you can’t keep in a cage,', 'I can’t explain why, though I might point', 'To history for many instructive precedents.”', '“You have trouble explaining, Dad.”', '“Anyway, what I like about birds is, they’re much', 'Like dreams—they fly in through a window', 'Where you didn’t know there was a window before.”', '“I get it. We open to the known and discover', 'Mysteries left in their place, like putting under the pillow', 'A tooth that fell out and you come up with the cash', 'When you need it in the morning, for school.”', '“Let’s stay focussed, Amy.” “Sure, Reginald.”', '“I mind it that you call me Reginald, who’s he?”', '“Someday, Dad, I may fall in love.”', '“Let’s go back to the birds. I don’t want to say', 'Love is for the ornithologists, though such thoughts occur.', 'Maybe the real topic is experience.”', '“I knew that.” “When?” “You told me.” “I never.”', '“Didn’t have to.” “That’s how, you just know?”', '“Life’s a vale of tears, Pops, except when it’s not.”', '“Hence, sweetheart, some birds thrive in cages.”', '“Name three.” “I want you to try on some wings.', 'I want you to take flight. Like the day I gave birth…”', '“What?” “The day I gave birth to you was the day of days.”', '“You feeling OK?” “The epidural worked like a charm,', 'I felt like I was swimming in air.” “I think you’re confused.”', '“I wouldn’t be the first, but when they handed you to me', 'You nursed till you fell asleep.” “You’re talking about love.”', '“And some bees sting.”', '#5 [BOND]', 'Once we had a bond, a sacred trust.', 'I carried you on my shoulders, we watched', 'The finches dart and feed, I read The Odyssey', 'To you, which OK was a stretch, but who cared', 'You did not exist? Certainly, not me.', 'But take the example of Homer.', 'Would you just give me a chance?', 'There’s an old dog called Argus', 'Who waits for the hero to show before he dies.', 'I’m getting to the point. If we never had a dog', 'I would wait for you to arrive from a journey', 'Forced upon you by chance and fate.', 'You see, the whole thing’s about waiting.', 'There you are off-stage readying yourself', 'For a grand entrance into a life none of us', 'Heretofore presumed. I myself ache', 'Barometrically in concert with the coming storms.', 'If you never are, I have something left over', 'Even if it’s only me, watching you wade in, as if', 'You were a great swimmer and this world another shore.']",/poems/146943/brief-biography-of-an-imaginary-daughter,,,,
puppy love,Thomas McGrath,Celebration for June 24,"['Before you, I was living on an island', 'And all around the seas of that lonely coast', 'Cast up their imitation jewels, cast', 'Their fables and enigmas, questioning, sly.', 'I never solved them, or ever even heard,', 'Being perfect in innocence: unconscious of self;', 'Such ignorance of history was all my wealth—', 'A geographer sleeping in the shadow of virgins.', 'But though my maps were made of private countries', 'I was a foreigner in all of them after you had come,', 'For when you spoke, it was with a human tongue', 'And never understood by my land-locked gentry.', 'Then did the sun shake down a million bells', 'And birds bloom on bough in wildest song!', 'Phlegmatic hills went shivering with flame;', 'The chestnut trees were manic at their deepest boles!', 'It is little strange that nature was riven in her frame', 'At this second creation, known to every lover—', 'How we are shaped and shape ourselves in the desires of the other', 'Within the tolerance of human change.', 'Out of the spring’s innocence this revolution,', 'Created on a kiss, announced the second season,', 'The summer of private history, of growth, through whose sweet sessions', 'The trees lift toward the sun, each leaf a revelation.', 'Our bodies, coupled in the moonlight’s album,', 'Proclaimed our love against the outlaw times', 'Whose signature was written in the burning towns.', 'Your face against the night was my medallion.', 'Your coming forth aroused unlikely trumpets', 'In the once-tame heart. They heralded your worth', 'Who are my lodestar, my bright and ultimate North,', 'Marrying all points of my personal compass.', 'This is the love that now invents my fear', 'Which nuzzles me like a puppy each violent day.', 'It is poor comfort that the mind comes, saying:', 'What is one slim girl to the peoples’ wars?', 'Still, my dice are loaded: having had such luck,', 'Having your love, my life would still be whole', 'Though I should die tomorrow. I have lived it all.', '—And love is never love, that cannot give love up.']",/poems/23856/celebration-for-june-24,,,,
puppy love,Diannely Antigua,Training,"['The puppy won’t stop eating rocks and moss.', 'Sometimes I pry open her mouth to find', 'whole splinters of bark on her pink tongue. We try', 'to train her how to sit, how to stick out', 'her paw when we ask. When she poops in the house,', 'we bring it to the yard so she knows where to go', 'next time. And later, after it’s dried in the sun, after the flies', 'have had their fill, we scoop it up and throw it in the woods.', 'Here, the world is perpetual March,', 'and we love a dog as if that’s the only thing we can do, as if', 'death cannot touch this slice of New England, the trees', 'growing a canopy of shade just for us.', 'Yesterday, we strapped the smallest life jacket', 'to her furry body, took her swimming for the first time.', 'We watched her paddle from the shore to the center of the lake,', 'then back again until she grew tired. And last night', 'while we argued about things that won’t', 'matter in a month, he was still petting the puppy’s wet head,', 'and I cried like I’d never known a kindness', 'so pure and gentle as that, as a pat on the head', 'for doing nothing but existing. I wouldn’t', 'call this jealousy, but there is no word', 'in my human tongue that seems appropriate.', 'It’s the feeling of all the stones I swallowed in my youth', 'growing \u200ajagged in my belly. And I scratch', 'the surface of my skin with any sharp thing', 'I can find to cut them out.']",/poems/156776/training,,,,
puppy love,Dorothy Chan,"Ode to Chinese Superstitions, Haircuts, and Being a Girl","['Chinese superstition tells me it’s bad luck', 'to get a haircut when I’m sick, and my hair', 'gets cut twice a year, because I let it grow,', 'tying it into a ponytail, exposing my forehead,', 'looking like I’m the protagonist of an anime,', 'which makes me think about my last name,', 'Chan, also known as the \u200aJapanese honorific', 'for someone endearing. Chan, like a friend', 'or someone childlike. I’ve been told I sound', 'like a child when I pick up the phone, or maybe', 'it’s my pure joy to hear from the ones I love.', 'And yes, voices are sexier than faces, so dial me,', 'honey, let’s get a little wild tonight, as I pour', 'a glass of \u200abourbon and picture myself in anime—', 'cartoon Chan starring in a slice-of-life show', 'about a girl group trying to make it, and you bet', 'I’d be the rambunctious one, the tomboy-', 'rabble-rouser-ringleader on the drums—', 'the \u200atrouble \u200awith the exposed forehead, also', 'known in East Asian culture as a symbol', 'of \u200aaggression, because an exposed forehead', 'puts everything out there—you’re telling', 'the world you’re ready for a takedown,', 'and according to my father, good Chinese', 'girls never show their foreheads, and I know', 'he wishes I were born in the Year of \u200athe Rabbit,', 'like my mother, the perfect woman with flawless', 'skin who never causes trouble with the boys, but', 'no, I’m the Year of the Snake, and I always bring', 'the party, cause the trouble, or as my lover says,', 'I’m sarcastic wit personified, and it’s boundless,', 'because I am Dorothy—pop embodied in a gingham', 'skirt with a puppy and a picnic basket', 'filled with prosciutto and gouda and Prosecco,', 'but really, what is my fate? And my mother', 'tells me the family fortune teller got me all', 'wrong, because there’s no way in hell', 'I’d end up being a housewife with three', 'children and a breadwinner of a husband.', 'But of course, the fortune teller got my brother’s', 'fate right. It’s moments like this when I wonder', 'if I even matter because I’m a girl and not a boy.', 'It’s moments like this when I think about my fate,', 'or how Chinese superstition tells me not to cut or wash', 'my hair on Lunar New Year, so all my good fortune', 'won’t be snipped away. But really, what is fate?', 'I tie my hair back and put on a short skirt, ready', 'to take over the world—forehead forever exposed.']",/poems/154237/ode-to-chinese-superstitions-haircuts-and-being-a-girl,,,,
puppy love,Rebecca Hazelton,[To Love thee Year by Year—],"['They call it sacrifice— imagine me a tiny poppy', 'on a field of green felt—brief blip of color,', 'limitless expanse. I’ve never felt foreign,', 'or like a lash in his eye. If it’s not love, it’s', 'very like. Most days it feels the same—', 'exacting—he tweezes the stray', 'thoughts from my speech, cleans up my', 'heart with a tortoiseshell comb.', 'Every lady should have such a man,', 'edging her lawn with a sharp rotary blade.', 'Year by year—let’s call it always—', 'editor and editrix. Engaged', 'against a flurry of typos, showered in', 'revisionist white out. I erase his crow’s feet,', 'buff away his frown. My head—he', 'yawns it open, scoops out dark foam,', 'yesses I’ve regretted, the tiny poppy', 'everyone sees flapping to pieces—', 'And so, we are growing taller, sweeter,', 'ratified in the glow of the big correction.']",/poems/56389/to-love-thee-year-by-year,,,,
puppy love,Anna Seward,Sonnet: To the Poppy [“While summer roses all their glory yield”],"['While summer roses all their glory yield', 'To crown the votary of love and joy,', 'Misfortune’s victim hails, with many a sigh,', 'Thee, scarlet Poppy of the pathless field,', 'Gaudy, yet wild and lone; no leaf to shield', 'Thy flaccid vest that, as the gale blows high,', 'Flaps, and alternate folds around thy head.', 'So stands in the long grass a love-crazed maid,', 'Smiling aghast; while stream to every wind', 'Her garish ribbons, smeared with dust and rain;', 'But brain-sick visions cheat her tortured mind,', 'And bring false peace. Thus, lulling grief and pain,', 'Kind dreams oblivious from thy juice proceed,', 'Thou flimsy, showy, melancholy weed.']",/poems/51887/sonnet-to-the-poppy-while-summer-roses-all-their-glory-yield,,,,
puppy love,Richard Lovelace,The Grasshopper,"['O thou that swing’st upon the waving hair', 'Of some well-fillèd oaten beard,', 'Drunk every night with a delicious tear', 'Dropped thee from heaven, where now th’ art reared;', 'The joys of earth and air are thine entire,', 'That with thy feet and wings dost hop and fly;', 'And, when thy poppy works, thou dost retire', 'To thy carved acorn-bed to lie.', 'Up with the day, the sun thou welcom’st then,', 'Sport’st in the gilt-plats of his beams,', 'And all these merry days mak’st merry men,', 'Thyself, and melancholy streams.', 'But ah, the sickle! Golden ears are cropped;', 'Ceres and Bacchus bid good night;', 'Sharp, frosty fingers all your flowers have topped,', 'And what scythes spared, winds shave off quite.', 'Poor verdant fool, and now green ice! thy joys,', 'Large and as lasting as thy perch of grass,', 'Bid us lay in ’gainst winter rain, and poise', 'Their floods with an o’erflowing glass.', 'Thou best of men and friends! we will create', 'A genuine summer in each other’s breast,', 'And spite of this cold time and frozen fate,', 'Thaw us a warm seat to our rest.', 'Our sacred hearths shall burn eternally,', 'As vestal flames; the North Wind, he', 'Shall strike his frost-stretched wings, dissolve, and fly', 'This Etna in epitome.', 'Dropping December shall come weeping in,', 'Bewail th’usurping of his reign:', 'But when in showers of old Greek we begin,', 'Shall cry he hath his crown again!', 'Night, as clear Hesper, shall our tapers whip', 'From the light casements where we play,', 'And the dark hag from her black mantle strip,', 'And stick there everlasting day.', 'Thus richer than untempted kings are we,', 'That, asking nothing, nothing need:', 'Though lords of all what seas embrace, yet he', 'That wants himself is poor indeed.']",/poems/50714/the-grasshopper-56d22dfef2bcc,,,,
puppy love,Aracelis Girmay,From “The Black Maria”,"['The body, bearing something ordinary as light              Opens', 'as in a room somewhere the friend opens in poppy, in flame, burns & bears the child\u2009—\u2009out.', 'When I did it was the hours & hours of breaking. The bucking of', 'it all, the push & head', 'not moving, not an inch until,', 'when he flew from me, it was the night who came', 'flying through me with all its hair,', 'the immense terror of his face & noise.', 'I heard the stranger & my brain, without looking, vowed', 'a love-him vow. His struggling, merely, to be', 'split me down, with the axe, to two. How true,', 'the thinness of our hovering between the realms of Here, Not Here.', 'The fight, first, to open, then to breathe,', '& then to close. Each of us entering the world', '& entering the world like this.', 'Soft. Unlikely.   Then\u2009—', 'the idiosyncratic minds & verbs.', 'Beloveds, making your ways', 'to & away from us, always, across the centuries,', 'inside the vastness of the galaxy, how improbable it is that this \u2028iteration', 'of you or you or me might come to be at all\u2009—\u2009Body of fear,', 'Body of laughing\u2009—\u2009& even last a second. This fact should make us fall all', 'to our knees with awe,', 'the beauty of it against these odds,', 'the stacks & stacks of near misses', '& slimmest chances that birthed one ancestor into the next & next.', 'Profound, unspeakable cruelty who counters this, who does not see.', '& so to tenderness I add my action.']",/poems/88747/from-the-black-maria,,,,
puppy love,Jessica Hagedorn,The Mummy,"['Montana,', 'you beat your fists', 'against museum doors', 'your bronze dress', 'shimmering', 'in the starless night.', 'The doors are locked,', 'Montana', 'dreaming', 'of snow-white mice', 'cluttering the shelves', 'in your kitchen,', 'snow-white mice', 'inside the oven,', 'snow-white mice', 'clogging', 'your shiny aluminum sink,', 'their corpses curled up', 'like piles', 'of fluffy cotton.', 'Mosques are desecrated', 'and altars overturned', ""outside the museum's"", 'cool stone walls.', 'Border skirmishes', 'seen and heard', 'in the distance,', 'delicate bursts', 'of poppy-red flames.', 'The wars go on and on,', 'invading', 'your dreams.', 'The mirror reflects', ""a young man's body"", 'dangling', 'from a rope', 'and you gasp:', '""O, my brother—""', 'The doctor', 'finally lets you in,', 'unlocking the door.', 'Forbidden to touch you,', 'he stares straight ahead,', 'avoiding your curious glance.', '""You\'re partly Egyptian, aren\'t you?""', 'The doctor inquires.', 'You stalk', 'the dark museum halls', 'calling out the name', 'of your dead lover,', 'the name of a man', 'unspoken', 'since the siege of Troy.', '""How did you guess?"" You growl,', '""Do you have to open graves', 'to find girls', 'to fall in love with?""', 'The doctor smiles,', 'averting his gaze', 'from your ravaged face.', 'He longs to trace', 'your fish scale dress', 'with his slender fingers.', 'Montana', 'scarlet', 'shameless', 'Montana,', 'you stalk', 'the dark museum halls', 'in a rage.', 'Ripping', 'your satin gloves', 'to shreds', 'you pry open', 'coffins;', 'reading', 'between the lines', 'you decipher', 'hieroglyphics', 'on tombs.', '""Any message would do,', 'you say,', 'tiny jeweled tears', 'permanently etched', 'in the corners', 'of your eyes.', 'The doctor sighs,', 'his impotence', 'ancient', 'as the curse', 'that immortalizes him,', 'the terrible secret', 'that pursues you.', 'Montana', 'on the night', 'of a full moon', 'you are a perfumed woman', 'in a bronze dress', 'who shatters glass', 'with a vengeance,', 'searching in vain', 'for signs and clues', 'among the rubies', 'and emeralds', 'that litter', 'museum floors.', 'THE MUSEUM WORKS FOR SCIENCE', 'NOT FOR LOOT,', 'the doctor tells you.', 'You laugh at his bandaged face,', 'the sad, smoldering eyes—', 'the only things visible', 'beneath the gauze.', '""You can\'t tell the blood', 'from the paint', 'splashed on these walls,""', 'you say with contempt,', 'reaching out for his arm', 'in spite of yourself.', 'He moves away.', '""I dislike being touched,""', 'he whispers,', '""pardon me—it\'s an', 'Eastern prejudice.""', 'You never see his anguish;', ""he won't allow it."", 'His pride', 'is what keeps him', 'going.', 'Exhausted,', 'you lie amid the rubble.', 'The mummy', 'guards your body', 'and you dream', 'of straddling', ""your sleeping lover's back"", 'like a dolphin', 'you ride underwater', 'safe', 'within the confines', 'of deserted museum halls.']",/poems/58126/the-mummy-56d23c396849a,,,,
puppy love,Katia Kapovich,A Portrait of a Dog as an Older Guy,"['When his owner died in 2000 and a new family', 'moved into their Moscow apartment,', 'he went to live with mongrels in the park.', 'In summer there was plenty of food, kids', 'often left behind sandwiches, hotdogs and other stuff.', 'He didn’t have a big appetite,', 'still missing his old guy.', 'He too was old, the ladies no longer excited him,', 'and he didn’t burn calories chasing them around.', 'Then winter came and the little folk abandoned the park.', 'The idea of eating from the trash occurred to him', 'but the minute he started rummaging in the', 'overturned garbage container, a voice', 'in his head said: “No, Rex!”', 'The remnants of a good upbringing lower', 'our natural survival skills.', 'I met him again in the early spring of 2001.', 'He looked terrific. Turning gray became him.', 'His dark shepherd eyes were perfectly bright,', 'like those of a puppy.', 'I asked him how he sustained himself', 'in this new free-market situation', 'when even the human species suffered from malnutrition.', 'In response he told me his story;', 'how at first he thought that life without his man', 'wasn’t worth it, how those', 'who petted him when he was a pet', 'then turned away from him, and how one night', 'he had a revelation.', 'His man came to him in his sleep,', 'tapped him on his skinny neck and said:', '“Let’s go shopping!” So the next morning he took the subway', 'and went to the street market', 'where they used to go together every Sunday and where', 'vendors recognized him and fed him', 'to his heart’s content.', '“Perhaps you should move closer to that area?”', 'I ventured.—“No, I’ll stay here,” he sighed,', '“oldies shouldn’t change their topography. That’s', 'what my man said.”', 'Indeed, he sounded like one himself.']",/poems/57926/a-portrait-of-a-dog-as-an-older-guy,,,,
puppy love,Molly Peacock,The Poet,"['As P strolled the path around the pond, he sniffed the humid air. His kimono brushed the parched ground. The metals of the earth rose up in traces of dust and hints of lightning: a waft of petrichor, the smell before the rain.', 'Beyond the pale hills of his peaceful land, scores of horse soldiers prepared their armor. Soon the soldiers would sweep across the plains, and the dry politics of princely maneuverings would be as rice paper soaked with blood. Instead of petty policies\u2009—\u2009immensity. Peaceful farmers would be impaled, paltry officials imprisoned\u2009—\u2009twisted, screaming, then praying. There on the dusty path the young poet P was just perceiving the beforeness of it all, the pre-.', 'From his masters he had learned that immensity makes the small crucial. A little poem before a big war becomes a necessity.', 'And like a small poem on a long scroll, a lily pad appeared on the pond. P stopped to peer. He puzzled through its pattern of green inside green on water.', 'A poem began to perfuse. It was inside P, but it was also on the lily pad.', 'At\u200a\u200a\u200a\u200a...\u200a\u200a\u200a\u200aOn\u200a\u200a\u200a\u200a...\u200a\u200a\u200a\u200aAt first only prepositions came to him.', 'He stared into the water, seeing the silvery clouds reflected. Then he leaned at an extreme angle and noticed the pattern of his gown wavering in the reeds. A pinpoint of a poem stabbed him, like the sharp scent of earth before the rain. Petrichor: before, before.', '•', 'Then drops pelted the pond, pipped at the pond, plunged toward it, plummeted into it, driving P to take refuge beneath the deep tiled eaves of his house.', 'Inside the sliding paper doors were a desk and a futon. On the desk lay a brush. On the futon lay a lover in uneasy sleep on petal-printed silk.', 'He chose the desk. He lifted the brush while looking down at the restive slumberer. In a mere matter of stopped time he had his poem, written from the very tissues of an arm and hand that could plunge a sword.', 'The rain rained; moisture curled the edges of the paper. Seventeen syllables, an epic of energy, made him drowsy and hungry. His lover still asleep, he rose, ate leftover peaches poached in soy sauce and ginger, and, with the rain a drizzle, thought again of his poem. How could he have loved it in the instant after he wrote it, but now be so unsure?', 'He sat at his desk again. Another one? This time he drafted:', 'After he calligraphed the puzzle of passion across the page, he woke the one in the pond of pink silk, and they proved it on the futon. He heard the pluvial patter on the eaves, while they angled and slipped, perspiring on silk. The stamping and snorting of the horses sweating in their armor was far too far away to be sensed by P, but he heard. He felt the pond muddied and the roof cracked and the poems scattered. How far was he now from this picture in his mind? He worked to make his pleasure stay, pitiable and small against the portents rising, for P was afraid this afternoon would never be remembered after the bloody conquering.', 'But later the barbarians would bivouac in this house, the pond saved for drinking water, the path roughened by horses, and the \u2028reverse of P’s scroll used for another man’s military diary, his afternoon’s foreboding and pleasure a preparation for the future, and in the future, a stay against another’s view of the past.']",/poems/57575/the-poet-56d23b3b18944,,,,
puppy love,Marion McCready,Wild Poppies,"['And how do you survive? Your long throat,', 'your red-rag-to-a-bull head?', 'You rise heavy in the night, stars drinking', 'from your poppy neck.', 'Your henna silks serenade me', 'under the breadth of the Pyrenees.', 'You move like an opera,', 'open like sea anemones.', 'You are earth’s first blood.', 'How the birds love you,', 'I envy your lipstick dress.', 'You are urgent as airmail, animal red,', 'Ash Wednesday crosses tattooed on your head.', 'Your butterfly breath', 'releases your scents, your secrets,', 'bees blackening your mouth', 'as your dirty red laundry', 'all hangs out.']",/poems/56701/wild-poppies,,,,
puppy love,Dorothy Parker,"Rondeau Redoublé (and Scarcely Worth the Trouble, at That)","['The same to me are sombre days and gay.', 'Though joyous dawns the rosy morn, and bright,', 'Because my dearest love is gone away', 'Within my heart is melancholy night.', 'My heart beats low in loneliness, despite', 'That riotous Summer holds the earth in sway.', 'In cerements my spirit is bedight;', 'The same to me are sombre days and gay.', 'Though breezes in the rippling grasses play,', 'And waves dash high and far in glorious might,', 'I thrill no longer to the sparkling day,', 'Though joyous dawns the rosy morn, and bright.', ""Ungraceful seems to me the swallow's flight;"", ""As well might Heaven's blue be sullen gray;"", 'My soul discerns no beauty in their sight', 'Because my dearest love is gone away.', 'Let roses fling afar their crimson spray,', 'And virgin daisies splash the fields with white,', 'Let bloom the poppy hotly as it may,', 'Within my heart is melancholy night.', 'And this, oh love, my pitiable plight', 'Whenever from my circling arms you stray;', 'This little world of mine has lost its light ...', 'I hope to God, my dear, that you can say', 'The same to me.']",/poems/44836/rondeau-redouble-and-scarcely-worth-the-trouble-at-that,,,,
